Date,HomeTeam,AwayTeam,AVERAGE_ODD_WIN,AVERAGE_ODD_DRAW,AVERAGE_ODD_OPPONENT_WIN,RANKINGHOME,RANKING AWAY,LAST_GAME_RHOMETEAM,LAST_GAME_RAWAYTEAM,outcome_by_HOME
6/10/2018,Tottenham,Cardiff,7.187,8.804,11.095,3,20,1,-1,1
6/10/2018,Watford,Bournemouth,6.266,6.947,3.139,14,12,-1,1,0
7/10/2018,Fulham,Arsenal,7.746,7.202,2.005,20,6,-1,1,0
7/10/2018,Liverpool,Man City,6.338,6.743,2.644,4,1,0,1,2
7/10/2018,Southampton,Chelsea,8.557,7.766,2.113,17,5,-1,0,0
20/10/2018,Bournemouth,Southampton,6.449,7.087,3.347,12,17,1,-1,2
20/10/2018,Cardiff,Fulham,6.741,7.121,2.766,20,20,-1,-1,1
20/10/2018,Chelsea,Man United,6.443,7.22,4.32,5,2,1,1,2
20/10/2018,Huddersfield,Liverpool,12.49,9.618,2.484,16,4,0,0,0
20/10/2018,Man City,Burnley,10.161,13.009,24.35,1,7,0,0,1
20/10/2018,Newcastle,Brighton,6.506,6.664,3.464,10,15,-1,1,0
20/10/2018,West Ham,Tottenham,7.488,7.375,2.121,13,3,-1,1,0
20/10/2018,Wolves,Watford,6.429,7.093,4.537,20,14,1,-1,0
21/10/2018,Everton,Crystal Palace,6.426,7.032,4.01,8,11,1,-1,1
22/10/2018,Arsenal,Leicester,6.497,6.881,5.199,6,9,1,-1,1
27/10/2018,Brighton,Wolves,7.033,6.622,2.56,15,20,1,-1,1
27/10/2018,Fulham,Bournemouth,6.849,6.905,2.381,20,12,-1,0,0
27/10/2018,Leicester,West Ham,6.481,6.737,3.335,9,13,-1,-1,2
27/10/2018,Liverpool,Cardiff,9.235,12.028,20.785,4,20,1,1,1
27/10/2018,Southampton,Newcastle,6.492,6.616,3.497,17,10,0,-1,2
27/10/2018,Watford,Huddersfield,6.439,6.854,4.48,14,16,1,-1,1
28/10/2018,Burnley,Chelsea,11.666,8.999,2.397,7,5,-1,0,0
28/10/2018,Crystal Palace,Arsenal,7.932,7.381,2.049,11,6,-1,1,2
28/10/2018,Man United,Everton,6.419,6.998,4.366,2,8,0,1,1
29/10/2018,Tottenham,Man City,7.974,7.309,2.052,3,1,1,1,0
3/11/2018,Arsenal,Liverpool,7.248,7.278,2.179,6,4,0,1,2
3/11/2018,Bournemouth,Man United,7.281,7.214,2.233,12,2,1,1,0
3/11/2018,Cardiff,Leicester,7.338,7.049,2.347,20,9,-1,0,0
3/11/2018,Everton,Brighton,6.518,7.285,5.302,8,15,-1,1,1
3/11/2018,Newcastle,Watford,6.754,6.856,2.736,10,14,0,1,1
3/11/2018,West Ham,Burnley,6.448,7.105,4.4,13,7,0,-1,1
3/11/2018,Wolves,Tottenham,6.949,6.558,2.469,20,3,-1,-1,0
4/11/2018,Chelsea,Crystal Palace,7.15,8.518,9.343,5,11,1,0,1
4/11/2018,Man City,Southampton,8.907,11.51,21.032,1,17,1,0,1
5/11/2018,Huddersfield,Fulham,6.325,6.724,3.031,16,20,-1,-1,1
10/11/2018,Cardiff,Brighton,6.578,6.55,2.948,20,15,-1,-1,1
10/11/2018,Crystal Palace,Tottenham,7.861,7.406,2.127,11,3,-1,1,0
10/11/2018,Huddersfield,West Ham,7.144,6.955,2.449,16,13,1,1,2
10/11/2018,Leicester,Burnley,6.595,7.552,5.971,9,7,1,-1,2
10/11/2018,Newcastle,Bournemouth,6.819,6.977,2.576,10,12,1,-1,1
10/11/2018,Southampton,Watford,6.632,6.894,2.875,17,14,-1,-1,2
11/11/2018,Arsenal,Wolves,6.437,7.334,4.645,6,20,0,-1,2
11/11/2018,Chelsea,Everton,6.643,7.588,6.36,5,8,1,1,2
11/11/2018,Liverpool,Fulham,9.046,11.79,19.835,4,20,0,-1,1
11/11/2018,Man City,Man United,6.693,7.728,6.547,1,2,1,1,1
24/11/2018,Brighton,Leicester,6.843,6.887,2.665,15,9,-1,0,2
24/11/2018,Everton,Cardiff,6.689,7.893,6.772,8,20,0,1,1
24/11/2018,Fulham,Southampton,6.711,7.007,2.668,20,17,-1,0,1
24/11/2018,Man United,Crystal Palace,6.71,7.981,6.819,2,11,-1,-1,2
24/11/2018,Tottenham,Chelsea,6.817,7.055,2.508,3,5,1,0,1
24/11/2018,Watford,Liverpool,8.967,8.105,2.09,14,4,0,1,0
24/11/2018,West Ham,Man City,12.777,10.114,2.438,13,1,0,1,0
25/11/2018,Bournemouth,Arsenal,7.298,7.041,2.141,12,6,-1,0,0
25/11/2018,Wolves,Huddersfield,6.629,7.407,6.52,20,16,0,0,0
26/11/2018,Burnley,Newcastle,6.827,6.693,2.714,7,10,0,1,0
30/11/2018,Cardiff,Wolves,7.315,6.88,2.42,20,20,-1,-1,1
1/12/2018,Crystal Palace,Burnley,6.499,7.096,5.292,11,7,0,-1,1
1/12/2018,Huddersfield,Brighton,6.625,6.435,3.22,16,15,1,0,0
1/12/2018,Leicester,Watford,6.535,6.755,3.172,9,14,0,-1,1
1/12/2018,Man City,Bournemouth,8.797,11.645,18.506,1,12,1,-1,1
1/12/2018,Newcastle,West Ham,6.636,6.765,2.907,10,13,1,-1,0
1/12/2018,Southampton,Man United,7.686,7.195,2.199,17,2,-1,0,2
2/12/2018,Arsenal,Tottenham,6.71,6.777,2.564,6,3,1,1,1
2/12/2018,Chelsea,Fulham,7.77,9.664,12.986,5,20,-1,1,1
2/12/2018,Liverpool,Everton,6.717,7.847,6.988,4,8,1,1,1
4/12/2018,Bournemouth,Huddersfield,6.457,7.05,4.741,12,16,-1,-1,1
4/12/2018,Brighton,Crystal Palace,6.865,6.566,2.729,15,11,1,1,1
4/12/2018,Watford,Man City,12.072,9.547,2.318,14,1,-1,1,0
4/12/2018,West Ham,Cardiff,6.224,6.991,4.823,13,20,1,1,1
5/12/2018,Burnley,Liverpool,13.15,9.843,2.492,7,4,-1,1,0
5/12/2018,Everton,Newcastle,6.515,7.138,5.478,8,10,-1,-1,2
5/12/2018,Fulham,Leicester,6.928,6.959,2.426,20,9,-1,1,2
5/12/2018,Man United,Arsenal,6.602,6.929,2.754,2,6,0,1,2
5/12/2018,Tottenham,Southampton,6.765,7.982,7.372,3,17,-1,0,1
5/12/2018,Wolves,Chelsea,8.105,7.393,2.137,20,5,-1,1,1
8/12/2018,Arsenal,Huddersfield,7.082,8.368,9.421,6,16,0,-1,1
8/12/2018,Bournemouth,Liverpool,8.774,7.628,2.05,12,4,1,1,0
8/12/2018,Burnley,Brighton,6.824,6.579,2.747,7,15,-1,1,1
8/12/2018,Cardiff,Southampton,6.845,6.775,2.624,20,17,-1,-1,1
8/12/2018,Chelsea,Man City,7.527,7.29,2.146,5,1,-1,1,1
8/12/2018,Leicester,Tottenham,7.448,7.161,2.206,9,3,0,1,0
8/12/2018,Man United,Fulham,6.837,8.266,7.645,2,20,0,0,1
8/12/2018,West Ham,Crystal Palace,6.531,6.808,3.1,13,11,1,-1,1
9/12/2018,Newcastle,Wolves,6.849,6.596,2.692,10,20,0,1,0
10/12/2018,Everton,Watford,6.421,7.065,4.23,8,14,0,-1,2
15/12/2018,Crystal Palace,Leicester,6.483,6.567,2.872,11,9,-1,-1,1
15/12/2018,Fulham,West Ham,6.667,6.917,2.405,20,13,-1,1,0
15/12/2018,Huddersfield,Newcastle,6.485,6.385,2.987,16,10,-1,-1,0
15/12/2018,Man City,Everton,7.145,9.036,10.679,1,8,-1,0,1
15/12/2018,Tottenham,Burnley,7.643,9.538,13.948,3,7,1,1,1
15/12/2018,Watford,Cardiff,6.255,7.033,4.971,14,20,0,1,1
15/12/2018,Wolves,Bournemouth,6,6.776,3.627,20,12,1,-1,1
16/12/2018,Brighton,Chelsea,9.571,8.092,2.195,15,5,-1,1,0
16/12/2018,Liverpool,Man United,6.292,7.383,5.22,4,2,1,1,1
16/12/2018,Southampton,Arsenal,7.32,7.134,2.113,17,6,-1,1,1
21/12/2018,Wolves,Liverpool,9.036,7.724,2.2,20,4,1,1,0
22/12/2018,Arsenal,Burnley,7.162,8.954,11.339,6,7,-1,-1,1
22/12/2018,Bournemouth,Brighton,6.206,6.825,3.809,12,15,-1,-1,1
22/12/2018,Cardiff,Man United,8.737,7.737,2.127,20,2,-1,-1,0
22/12/2018,Chelsea,Leicester,6.718,8.095,8.502,5,9,1,-1,0
22/12/2018,Huddersfield,Southampton,6.73,6.574,2.64,16,17,-1,1,0
22/12/2018,Man City,Crystal Palace,8.169,10.835,16.552,1,11,1,1,0
22/12/2018,Newcastle,Fulham,6.213,6.802,3.558,10,20,1,-1,2
22/12/2018,West Ham,Watford,6.23,6.689,2.877,13,14,1,1,0
23/12/2018,Everton,Tottenham,6.828,6.762,2.351,8,3,-1,1,0
26/12/2018,Brighton,Arsenal,8.217,7.53,2.104,15,6,-1,1,2
26/12/2018,Burnley,Everton,7.698,7.128,2.218,7,8,-1,-1,0
26/12/2018,Crystal Palace,Cardiff,6.353,7.16,4.826,11,20,1,-1,2
26/12/2018,Fulham,Wolves,6.947,6.858,2.444,20,20,0,-1,2
26/12/2018,Leicester,Man City,11.013,8.927,2.256,9,1,1,-1,1
26/12/2018,Liverpool,Newcastle,7.996,10.482,14.688,4,10,1,0,1
26/12/2018,Man United,Huddersfield,7.299,8.952,11.441,2,16,1,-1,1
26/12/2018,Tottenham,Bournemouth,6.703,8.203,7.558,3,12,1,1,1
26/12/2018,Watford,Chelsea,8.095,7.487,2.104,14,5,1,-1,0
27/12/2018,Southampton,West Ham,6.42,6.895,2.994,17,13,1,-1,0
29/12/2018,Brighton,Everton,7.084,6.94,2.333,15,8,0,1,1
29/12/2018,Fulham,Huddersfield,6.348,6.614,3.601,20,16,0,-1,1
29/12/2018,Leicester,Cardiff,6.41,7.319,5.224,9,20,1,0,0
29/12/2018,Liverpool,Arsenal,6.439,7.74,5.272,4,6,1,0,1
29/12/2018,Tottenham,Wolves,6.707,7.92,7.592,3,20,1,0,0
29/12/2018,Watford,Newcastle,6.309,6.971,4.046,14,10,-1,-1,2
30/12/2018,Burnley,West Ham,6.883,6.851,2.342,7,13,-1,1,1
30/12/2018,Crystal Palace,Chelsea,8.114,7.503,2.11,11,5,0,1,0
30/12/2018,Man United,Bournemouth,6.676,8.15,7.475,2,12,1,-1,1
30/12/2018,Southampton,Man City,11.327,9.301,2.283,17,1,-1,-1,0
1/1/2019,Arsenal,Fulham,6.606,8.222,7.491,6,20,-1,1,1
1/1/2019,Cardiff,Tottenham,9.454,8.053,2.123,20,3,1,-1,0
1/1/2019,Everton,Leicester,6.241,6.727,3.553,8,9,-1,-1,0
2/1/2019,Bournemouth,Watford,6.467,6.839,2.644,12,14,-1,0,2
2/1/2019,Chelsea,Southampton,6.934,8.598,9.244,5,17,1,-1,2
2/1/2019,Huddersfield,Burnley,6.265,6.378,3.656,16,7,-1,1,0
2/1/2019,Newcastle,Man United,8.668,7.689,2.066,10,2,0,1,0
2/1/2019,West Ham,Brighton,6.203,6.834,3.59,13,15,-1,1,2
2/1/2019,Wolves,Crystal Palace,6.24,6.533,3.734,20,11,1,-1,0
3/1/2019,Man City,Liverpool,6.252,6.984,3.126,1,4,1,1,1
12/1/2019,Brighton,Liverpool,11.533,9.56,2.362,15,4,0,-1,0
12/1/2019,Burnley,Fulham,6.581,6.964,3.047,7,20,1,-1,1
12/1/2019,Cardiff,Huddersfield,6.522,6.755,3.386,20,16,-1,-1,2
12/1/2019,Chelsea,Newcastle,7.518,9.381,11.664,5,10,0,-1,1
12/1/2019,Crystal Palace,Watford,6.521,7.023,3.178,11,14,1,0,0
12/1/2019,Leicester,Southampton,6.426,7.109,3.821,9,17,1,0,0
12/1/2019,West Ham,Arsenal,7.245,7.411,2.161,13,6,0,1,1
13/1/2019,Everton,Bournemouth,6.419,7.381,4.062,8,12,-1,0,1
13/1/2019,Tottenham,Man United,6.477,7.198,3.248,3,2,1,1,0
14/1/2019,Man City,Wolves,7.661,10.035,12.895,1,20,1,-1,1
19/1/2019,Arsenal,Chelsea,6.738,7.053,2.349,6,5,-1,1,1
19/1/2019,Bournemouth,West Ham,6.353,6.895,2.78,12,13,-1,1,1
19/1/2019,Liverpool,Crystal Palace,7.456,9.762,12.939,4,11,1,-1,1
19/1/2019,Man United,Brighton,6.797,8.389,8.982,2,15,1,-1,1
19/1/2019,Newcastle,Cardiff,6.238,6.729,3.906,10,20,-1,0,1
19/1/2019,Southampton,Everton,6.527,6.848,2.633,17,8,1,1,1
19/1/2019,Watford,Burnley,6.231,7.204,4.801,14,7,1,1,2
19/1/2019,Wolves,Leicester,6.342,6.549,3.198,20,9,-1,-1,1
20/1/2019,Fulham,Tottenham,8.197,7.405,2.161,20,3,-1,-1,0
20/1/2019,Huddersfield,Man City,18.705,13.331,3.409,16,1,0,1,0
29/1/2019,Arsenal,Cardiff,7.199,8.974,10.996,6,20,1,-1,1
29/1/2019,Fulham,Brighton,6.368,6.709,3.091,20,15,-1,-1,1
29/1/2019,Huddersfield,Everton,7.332,6.944,2.319,16,8,-1,-1,0
29/1/2019,Man United,Burnley,6.943,8.61,9.953,2,7,1,0,2
29/1/2019,Newcastle,Man City,15.946,11.557,2.913,10,1,1,1,1
29/1/2019,Wolves,West Ham,6.257,6.855,3.405,20,13,1,-1,1
30/1/2019,Bournemouth,Chelsea,8.338,7.767,2.079,12,5,1,-1,1
30/1/2019,Liverpool,Leicester,7.171,9.055,11.016,4,9,1,-1,2
30/1/2019,Southampton,Crystal Palace,6.349,6.803,2.979,17,11,1,-1,2
30/1/2019,Tottenham,Watford,6.227,7.196,4.785,3,14,1,0,1
2/2/2019,Brighton,Watford,6.342,6.642,2.833,15,14,-1,-1,2
2/2/2019,Burnley,Southampton,6.343,6.707,2.782,7,17,0,0,2
2/2/2019,Cardiff,Bournemouth,6.706,6.864,2.38,20,12,-1,1,1
2/2/2019,Chelsea,Huddersfield,7.316,9.416,13.628,5,16,-1,-1,1
2/2/2019,Crystal Palace,Fulham,6.116,6.776,3.475,11,20,0,1,1
2/2/2019,Everton,Wolves,6.249,6.685,2.976,8,20,1,1,0
2/2/2019,Tottenham,Newcastle,6.404,7.465,7.201,3,10,1,1,1
3/2/2019,Leicester,Man United,6.981,6.924,2.266,9,2,0,0,0
3/2/2019,Man City,Arsenal,6.573,8.488,7.369,1,6,-1,1,1
4/2/2019,West Ham,Liverpool,9.93,8.733,2.157,13,4,-1,0,2
6/2/2019,Everton,Man City,11.26,9.452,2.249,8,1,-1,1,0
9/2/2019,Brighton,Burnley,6.012,6.504,3.727,15,7,0,0,0
9/2/2019,Crystal Palace,West Ham,6.024,6.621,3.354,11,13,1,0,2
9/2/2019,Fulham,Man United,8.044,7.517,2.049,20,2,-1,1,0
9/2/2019,Huddersfield,Arsenal,8.26,7.634,2.096,16,6,-1,-1,0
9/2/2019,Liverpool,Bournemouth,7.122,9.412,11.931,4,12,0,-1,1
9/2/2019,Southampton,Cardiff,5.982,6.802,4.321,17,20,0,1,0
9/2/2019,Watford,Everton,6.123,6.637,2.957,14,8,0,-1,1
10/2/2019,Man City,Chelsea,6.1,7.241,5.518,1,5,1,1,1
10/2/2019,Tottenham,Leicester,5.996,6.889,4.641,3,9,1,-1,1
11/2/2019,Wolves,Newcastle,6.002,6.772,4.898,20,10,1,-1,2
22/2/2019,Cardiff,Watford,6.382,6.556,2.49,20,14,1,1,0
22/2/2019,West Ham,Fulham,5.982,6.823,3.562,13,20,0,-1,1
23/2/2019,Bournemouth,Wolves,6.383,6.601,2.603,12,20,-1,0,2
23/2/2019,Burnley,Tottenham,8.027,7.304,2.119,7,3,1,1,1
23/2/2019,Leicester,Crystal Palace,5.95,6.421,3.279,9,11,-1,0,0
23/2/2019,Newcastle,Huddersfield,5.873,6.447,4.528,10,16,0,-1,1
24/2/2019,Arsenal,Southampton,5.963,7.161,5.626,6,17,1,-1,1
24/2/2019,Man United,Liverpool,6.528,6.773,2.385,2,4,1,1,2
26/2/2019,Cardiff,Everton,7.032,6.85,2.328,20,8,-1,-1,0
26/2/2019,Huddersfield,Wolves,7.89,6.938,2.282,16,20,-1,0,1
26/2/2019,Leicester,Brighton,6.106,6.713,3.927,9,15,-1,-1,1
26/2/2019,Newcastle,Burnley,6.163,6.59,3.503,10,7,1,1,1
27/2/2019,Arsenal,Bournemouth,6.257,7.634,6.168,6,12,1,0,1
27/2/2019,Chelsea,Tottenham,6.226,6.761,2.96,5,3,-1,-1,1
27/2/2019,Crystal Palace,Man United,6.689,6.855,2.386,11,2,1,0,0
27/2/2019,Liverpool,Watford,6.751,8.375,9.618,4,14,0,1,1
27/2/2019,Man City,West Ham,7.741,10.322,14.685,1,13,1,1,1
27/2/2019,Southampton,Fulham,6.095,6.811,3.756,17,20,-1,-1,1
2/3/2019,Bournemouth,Man City,12.843,10.936,2.51,12,1,-1,1,0
2/3/2019,Brighton,Huddersfield,6.006,6.47,4.514,15,16,-1,1,1
2/3/2019,Burnley,Crystal Palace,6.359,6.558,2.652,7,11,-1,-1,0
2/3/2019,Man United,Southampton,6.181,7.357,6.552,2,17,1,1,1
2/3/2019,Tottenham,Arsenal,5.898,6.763,3.297,3,6,-1,1,2
2/3/2019,West Ham,Newcastle,6.029,6.526,3.323,13,10,-1,1,1
2/3/2019,Wolves,Cardiff,6.117,7.169,6.13,20,20,-1,-1,1
3/3/2019,Everton,Liverpool,8.279,7.518,2.118,8,4,1,1,2
3/3/2019,Fulham,Chelsea,8.772,7.948,2.085,20,5,-1,1,0
3/3/2019,Watford,Leicester,6.192,6.57,2.86,14,9,-1,1,1
9/3/2019,Cardiff,West Ham,6.766,6.759,2.314,20,13,-1,1,1
9/3/2019,Crystal Palace,Brighton,5.98,6.632,4.214,11,15,1,1,0
9/3/2019,Huddersfield,Bournemouth,6.739,6.626,2.428,16,12,-1,-1,0
9/3/2019,Leicester,Fulham,6.015,7.21,4.854,9,20,-1,-1,1
9/3/2019,Man City,Watford,7.722,10.517,15.465,1,14,1,1,1
9/3/2019,Newcastle,Everton,6.353,6.475,2.746,10,8,-1,0,1
9/3/2019,Southampton,Tottenham,7.321,7.144,2.136,17,3,-1,0,1
10/3/2019,Arsenal,Man United,6.156,6.739,2.76,6,2,0,1,1
10/3/2019,Chelsea,Wolves,6.08,7.067,5.75,5,20,1,1,2
10/3/2019,Liverpool,Burnley,7.55,9.877,15.069,4,7,0,-1,1
16/3/2019,Bournemouth,Newcastle,6.136,6.719,3.386,12,10,1,1,2
16/3/2019,Burnley,Leicester,6.644,6.762,2.461,7,9,-1,1,0
16/3/2019,West Ham,Huddersfield,6.176,7.173,5.605,13,16,-1,-1,1
17/3/2019,Everton,Chelsea,7.325,7.111,2.179,8,5,-1,0,1
17/3/2019,Fulham,Liverpool,12.952,10.468,2.457,20,4,-1,1,0
30/3/2019,Brighton,Southampton,6.125,6.189,2.953,15,17,1,1,0
30/3/2019,Burnley,Wolves,6.576,6.535,2.535,7,20,-1,0,1
30/3/2019,Crystal Palace,Huddersfield,6.214,7.238,6.878,11,16,-1,-1,1
30/3/2019,Fulham,Man City,18.767,13.751,3.254,20,1,-1,1,0
30/3/2019,Leicester,Bournemouth,5.982,6.833,3.826,9,12,1,0,1
30/3/2019,Man United,Watford,6.165,7.435,6.477,2,14,-1,-1,1
30/3/2019,West Ham,Everton,6.216,6.659,2.714,13,8,1,1,0
31/3/2019,Cardiff,Chelsea,9.979,8.221,2.231,20,5,1,-1,0
31/3/2019,Liverpool,Tottenham,6.009,7.103,4.87,4,3,1,-1,1
1/4/2019,Arsenal,Newcastle,6.157,7.608,7.105,6,10,1,0,1
2/4/2019,Watford,Fulham,6.082,6.696,4.205,14,20,-1,-1,1
2/4/2019,Wolves,Man United,7.318,7.044,2.232,20,2,-1,1,1
3/4/2019,Chelsea,Brighton,6.979,8.444,10.954,5,15,1,-1,1
3/4/2019,Man City,Cardiff,11.15,14.597,33.015,1,20,1,-1,1
3/4/2019,Tottenham,Crystal Palace,6.258,7.483,6.052,3,11,-1,1,1
5/4/2019,Southampton,Liverpool,10.239,8.608,2.261,17,4,1,1,0
6/4/2019,Bournemouth,Burnley,6.136,6.708,3.291,12,7,-1,1,0
6/4/2019,Huddersfield,Leicester,8.046,7.299,2.131,16,9,-1,1,0
6/4/2019,Newcastle,Crystal Palace,6.338,6.598,2.907,10,11,-1,-1,0
7/4/2019,Everton,Arsenal,6.626,6.976,2.349,8,6,1,1,1
8/4/2019,Chelsea,West Ham,6.423,7.979,7.898,5,13,1,-1,1
12/4/2019,Leicester,Newcastle,6.141,6.924,4.927,9,10,1,-1,0
13/4/2019,Brighton,Bournemouth,6.099,6.545,3.133,15,12,-1,-1,0
13/4/2019,Burnley,Cardiff,6.108,6.786,3.86,7,20,1,-1,1
13/4/2019,Fulham,Everton,7.726,7.447,2.08,20,8,-1,1,1
13/4/2019,Man United,West Ham,6.352,7.781,6.532,2,13,-1,-1,1
13/4/2019,Southampton,Wolves,6.371,6.583,2.866,17,20,-1,1,1
13/4/2019,Tottenham,Huddersfield,7.156,9.204,12.236,3,16,1,-1,1
14/4/2019,Crystal Palace,Man City,11.589,9.196,2.336,11,1,1,1,0
14/4/2019,Liverpool,Chelsea,6.098,7.169,4.486,4,5,1,1,1
15/4/2019,Watford,Arsenal,6.601,6.843,2.25,14,6,1,-1,0
16/4/2019,Brighton,Cardiff,5.903,6.243,3.908,15,20,-1,-1,0
20/4/2019,Bournemouth,Fulham,5.856,6.985,4.284,12,20,1,1,0
20/4/2019,Huddersfield,Watford,7.381,7.017,2.134,16,14,-1,-1,0
20/4/2019,Man City,Tottenham,6.698,8.646,8.72,1,3,1,1,1
20/4/2019,Newcastle,Southampton,6.318,6.536,3.006,10,17,1,1,1
20/4/2019,West Ham,Leicester,6.582,6.757,2.349,13,9,-1,-1,2
20/4/2019,Wolves,Brighton,6.01,6.604,4.872,20,15,-1,-1,2
21/4/2019,Arsenal,Crystal Palace,5.934,7.118,5.438,6,11,1,-1,0
21/4/2019,Cardiff,Liverpool,15.245,11.103,2.792,20,4,1,1,0
21/4/2019,Everton,Man United,6.73,6.755,2.352,8,2,-1,1,1
22/4/2019,Chelsea,Burnley,6.569,8.243,10.475,5,7,-1,1,2
23/4/2019,Tottenham,Brighton,6.695,8.225,9.562,3,15,-1,0,1
23/4/2019,Watford,Southampton,6.195,6.641,3.047,14,17,1,-1,2
24/4/2019,Man United,Man City,9.256,8.245,2.081,2,1,-1,1,0
24/4/2019,Wolves,Arsenal,6.422,6.586,2.494,20,6,0,-1,1
26/4/2019,Liverpool,Huddersfield,10.535,14.415,30.246,4,16,1,-1,1
27/4/2019,Brighton,Newcastle,6.209,6.42,3.286,15,10,-1,1,2
27/4/2019,Crystal Palace,Everton,6.362,6.65,2.695,11,8,1,1,2
27/4/2019,Fulham,Cardiff,6.252,6.875,2.795,20,20,1,-1,1
27/4/2019,Southampton,Bournemouth,6.081,6.953,3.64,17,12,0,-1,2
27/4/2019,Tottenham,West Ham,6.303,7.758,6.05,3,13,1,0,0
27/4/2019,Watford,Wolves,6.369,6.635,2.796,14,20,0,1,0
28/4/2019,Burnley,Man City,18.507,13.262,3.262,7,1,0,1,0
28/4/2019,Leicester,Arsenal,6.425,6.832,2.481,9,6,0,-1,1
28/4/2019,Man United,Chelsea,6.398,6.68,2.616,2,5,-1,0,2
3/5/2019,Everton,Burnley,6.016,6.835,4.849,8,7,0,-1,1
4/5/2019,Bournemouth,Tottenham,7.273,7.172,2.103,12,3,0,-1,1
4/5/2019,Cardiff,Crystal Palace,6.374,6.83,2.592,20,11,-1,0,0
4/5/2019,Newcastle,Liverpool,11.185,8.838,2.359,10,4,0,1,0
4/5/2019,West Ham,Southampton,6.113,6.699,2.811,13,17,1,0,1
4/5/2019,Wolves,Fulham,6.074,6.968,5.726,20,20,1,1,1
5/5/2019,Arsenal,Brighton,6.251,7.535,7.075,6,15,-1,0,2
5/5/2019,Chelsea,Watford,6.26,7.615,6.848,5,14,0,-1,1
5/5/2019,Huddersfield,Man United,11.451,9.215,2.336,16,2,-1,0,2
6/5/2019,Man City,Leicester,7.562,10.197,13.921,1,9,1,1,1
12/5/2019,Brighton,Man City,17.134,12.605,2.965,15,1,0,1,0
12/5/2019,Burnley,Arsenal,6.59,6.887,2.244,7,6,-1,0,0
12/5/2019,Crystal Palace,Bournemouth,6.077,7.058,3.446,11,12,1,1,1
12/5/2019,Fulham,Newcastle,6.328,6.86,2.66,20,10,-1,-1,0
12/5/2019,Leicester,Chelsea,6.265,6.909,2.726,9,5,-1,1,2
12/5/2019,Liverpool,Wolves,6.619,8.266,8.563,4,20,1,1,1
12/5/2019,Man United,Cardiff,6.563,8.631,8.438,2,20,0,-1,0
12/5/2019,Southampton,Huddersfield,6.204,7.47,6.521,17,16,-1,0,2
12/5/2019,Tottenham,Everton,6.153,6.795,3.233,3,8,-1,1,2
12/5/2019,Watford,West Ham,6.192,6.87,2.88,14,13,-1,1,0